Sample_ID,IGSN,Material,He,He3,He4,He3_He4,He3_He4(R/Ra),He4_Ar40,Ar,Ar36,Ar38,Ar40,Ar40_RG,Ar38_Ar36,Ar36_Ar40,Ar40_Ar36,Ar40_Ar39,Ne,Ne20,Ne22,Ne20_Ne22,Ne21_Ne22,Kr78,Kr82,Kr83,Kr84,Kr86,Kr90,Xe124,Xe126,Xe128,Xe129,Xe130,Xe131,Xe132,Xe134,Xe136,Xe129_Xe132,Xe136_Xe132,U234_ACTIVITY,U238_ACTIVITY,U234_U238_ACTIVITY,U234_U238,U238_Th230,U238_Th232_ACTIVITY,U238_Th232,U238_Pb204,DELTA_U234,Th230_ACTIVITY,Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Th230_U238,Th232_U238,Th232_Pb204,Th228_Th232,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pb210,CO2,F,Cl,N2,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
THO0152-021-J2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.241,,,,,,,,,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",CALC,TT152 , 
THO0152-021-J2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416,1.141,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",ALPHA,TT152 , 
THO0152-021-J2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416,1.141,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",ALPHA,TT152 , 
THO0152-021-J2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-021-J2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00007444,,,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00007444,,,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199,,,,,,,,,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",CALC,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199,,,,,,,,,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",CALC,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.383,1.153,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",ALPHA,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.383,1.153,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",ALPHA,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,46.926,-129.26199,-2410,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-021-J3, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,46.926,-129.262,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOLDSTEIN, 1989",MS,TT152 , 
THO0152-037-000, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER, ,"HEGNER, 1987",MS,TT152 , 
THO0152-037-000, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,44.617,-130.395,-2235,SPREADING_CENTER, ,"DIXON, 1988",IR-SP,TT152 , 
THO0152-037-000, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.11,,,,,,,,,,,,0.41,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KADKO, 1985",ALPHA,TT152 , 
THO0152-037-000, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KADKO, 1985",MS-ID,TT152 , 
THO0152-037-000, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","FINE, 1985",IR-SP,TT152 , 
THO0152-037-000, ,GL,0.00000675,,,,7.86,,,,,,,,,,,4.96E-10,,,10.071,0.03089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 2012",MS,TT152 , 
THO0152-037-001, ,GL,0.0000186,,,,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 1993",MS,TT152 , 
THO0152-037-001, ,GL,0.0000156,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 1993",MS,TT152 , 
THO0152-037-001, ,GL,,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 1993",MS,TT152 , 
THO0152-037-001, ,GL,0.0000171,,,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 1993",MS,TT152 , 
THO0152-037-001, ,GL,0.0000177,,,,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.617,-130.395,-2235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","LUPTON, 1993",MS,TT152 , 
TUIM06MV-148-G2-L1, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2-L2, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2-L3, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2-L4, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2-L5, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2-L6, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
TUIM06MV-148-G2A 6-Limu, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,-18.81805513,173.4924036,-2701,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","CLAGUE, 2009",EMP,TUIM06MV , 
WAS7TOW-074-001, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,-18.76,-175.953,-2384,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-079-001, ,GL,0.00000054,,,,13,,,,,,,,,,,0.000000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.35,-176.428,-2054,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","LUPTON, 1975",MS,7-TOW , 
WAS7TOW-079-001, ,GL,0.00000088,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.35,-176.428,-2054,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-086-002, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,-16.923,-176.825,-1664,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-086-010, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,-16.923,-176.825,-1664,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-086-P, ,GL,0.000000042,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.923,-176.825,-1664,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-089-004I, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,-16.203,-176.257,-1195,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-089-004R, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,-16.203,-176.257,-1195,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-089-005, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,-16.203,-176.257,-1195,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-095-003I, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,-16.393,-177.472,-999,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-095-P, ,GL,0.000000075,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.393,-177.472,-999,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-095-P-I, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,-16.393,-177.472,-999,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-095-P-R, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,-16.393,-177.472,-999,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-098-003, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,-15.837,-176.705,-1244,BACK-ARC_BASIN,"DACITE, igneous:volcanic:felsic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-098-004, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,-15.837,-176.705,-1244,BACK-ARC_BASIN,"DACITE, igneous:volcanic:felsic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-101-001, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,-16.53,-178.43,-1446,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-101-002, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,-16.53,-178.43,-1446,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-101-002, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,-16.53,-178.43,-1446,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","SCLATER, 1972",NN,7-TOW , 
WAS7TOW-101-003, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,-16.53,-178.43,-1446,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-103-009, ,GL,0.000000008,,,,,,,,,,,,,,,0.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.925,-178.317,-1150,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","LUPTON, 1975",MS,7-TOW , 
WAS7TOW-103-009, ,GL,0.00000007,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.925,-178.317,-1150,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-106, ,GL,0.00000017,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","LUPTON, 1975",MS,7-TOW , 
WAS7TOW-106, ,GL,0.00000017,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","LUPTON, 1975",MS,7-TOW , 
WAS7TOW-106-001, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-106-001, ,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"THOLEIITE, igneous:volcanic:mafic","HAWKINS, 1976",NN,7-TOW , 
WAS7TOW-106-001, ,GL,0.00000102,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-106-001, ,GL,0.00000102,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-106-001, ,GL,0.00000113,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-106-001, ,GL,0.00000113,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,7-TOW , 
WAS7TOW-106-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,,,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAHM, 2012",MS,7-TOW , 
WAS7TOW-106-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,,,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAHM, 2012",MS,7-TOW , 
WAS7TOW-106-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,276,442,,-15.165,-176.6283,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAHM, 2012",SIMS,7-TOW , 
WAS7TOW-106-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,276,442,,-15.165,-176.628,-1250,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAHM, 2012",SIMS,7-TOW , 
WASMARA-004-009, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,,,,17.933,144.653,-3361,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MANO,MARIANA-4, 
WASMARA-004-009, ,GL,,,,,,,,,,,,,,,,,3.09313E-10,,9.84,0.0289,,,,4.90867E-12,,,,,,,,,4.70694E-13,,,0.994,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.933,144.653,-3361,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-004-009, ,GL,,,,,8.22,,,,,,,0.1873,,336.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.933,144.653,-3361,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-004-009, ,GL,,,6.50006E-07,,,,,3.42934E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.933,144.653,-3361,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-005-001A, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,17.947,144.635,-3637,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-006-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,17.948,144.818,-4813,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-007-010P, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,17.945,144.823,-4738,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MANO,MARIANA-4, 
WASMARA-007-010P, ,GL,,,,,,,,,,,,,,,,,6.05178E-11,,12.62,0.0476,,,,1.70346E-12,,,,,,,,,3.13796E-13,,,1.046,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945,144.823,-4738,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-007-010P, ,GL,,,,,8.51,,,,,,,0.1887,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945,144.823,-4738,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-007-010P, ,GL,,,6.61213E-06,,,,,8.89836E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945,144.823,-4738,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SANO, 1998",MS,MARIANA-4, 
WASMARA-008-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,17.953,144.797,-4368,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-008-002, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,17.953,144.797,-4368,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-008-005, ,GL,0.00000034,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.953,144.797,-4368,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,MARIANA-4, 
WASMARA-008-010, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,17.953,144.797,-4368,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","VOLPE, 1987",COUL,MARIANA-4, 
WASMARA-009-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,17.945,144.805,-4833,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-009-002, ,GL,0.00000257,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945,144.805,-4833,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,MARIANA-4, 
WASMARA-013-002, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,18.433,144.382,-4382,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-016-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,17.978,144.752,-4013,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-016-001, ,GL,0.0000092,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.978,144.752,-4013,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","POREDA, 1985",MS,MARIANA-4, 
WASMARA-016-008, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,17.978,144.752,-4013,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-017-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,17.948,144.788,-4430,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-018-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,17.948,144.763,-4392,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
WASMARA-018-002, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,17.948,144.763,-4392,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","HAWKINS, 1985",NN,MARIANA-4, 
